9695.646	26366.78
9715.951	26292.27
9736.256	25912.78
9756.561	25365.77
9776.866	25141.07
9797.171	25161.42
9817.477	24718.47
9837.782	23654.37
9858.087	22682.65
9878.392	22649.45
9898.697	23960.75
9919.003	25609.49
9939.308	26502.69
9959.613	26967.34
9979.918	27150.24
10000.223	27129.34
10020.528	26982.14
10040.833	26768.77
10061.138	26681.87
10081.443	26920.45
10101.748	27395.38
10122.053	27722.6
10142.359	27751.84
10162.664	27442.02
10182.969	26928.75
10203.274	26275.62
10223.579	25884.29
