9695.646	24422.87
9715.951	26898.33
9736.256	29084.51
9756.561	28027.82
9776.866	25126.43
9797.171	23116.91
9817.477	22465.06
9837.782	22506.6
9858.087	22676.91
9878.392	22878.95
9898.697	23653.51
9919.003	25254.91
9939.308	26649.52
9959.613	27482.68
9979.918	27890.4
10000.223	27399.12
10020.528	25382.66
10040.833	22828.68
10061.138	22327.66
10081.443	24996.57
10101.748	27625.38
10122.053	28450.9
10142.359	28338.29
10162.664	27582.5
10182.969	25608.03
10203.274	23662.06
10223.579	22915.83
