9695.646	26143.88
9715.951	26183.7
9736.256	26105.84
9756.561	25957.07
9776.866	25620.25
9797.171	25087.23
9817.477	24384.1
9837.782	23666.49
9858.087	23236.52
9878.392	23297.55
9898.697	24023.58
9919.003	25401.97
9939.308	26830.48
9959.613	27983.82
9979.918	28704.56
10000.223	28747.07
10020.528	27783.36
10040.833	26444.43
10061.138	25299.62
10081.443	24888.07
10101.748	25271.58
10122.053	26137.8
10142.359	26923.61
10162.664	27188.54
10182.969	26947.92
10203.274	26106.83
10223.579	25353.4
